"CODE","INTITULE","Nom","TELEPHONE1","EMAIL","ADLIVR_LIGNE1","ADLIVR_LIGNE2","ADLIVR_VILLE","ADLIVR_CODE_POSTAL","CONTRAT_DU","CONTRAT_AU","CODE_VENDEUR"
"300754","CLIENT","SARL ANJE - Le Fournil de Pelus","05 56 45 04 97","delvalle.alain0@orange.fr","25 Avenue de l'Argonne","","MERIGNAC","33700","15/02/2019","14/02/2020","4"
"100020","ANCIEN CLIENT","SARL ANLANI - RESTAURANT ODelys","05 57 70 14 73","amorim.antonio@hotmail.fr","56 route du Cap Ferret","Grand Piquey","LEGE CAP FERRET","33950","","21/07/2017","1"
"300150","","SARL ANYM - L'ORIENT CHEZ VOUS","","murielle.amira@orange.fr","48 RUE DU JARD","","MERIGNAC","33700","","","1"
"301338","","SARL ARCADA - SOFIANE BOUHABIB","","sofiane.bouhabib@gmail.com","13 RUE DE LA ROUSSELLE","","BORDEAUX","33000","","","1"
"100022","NON CLIENT","SARL ARCCA","0557520042","edwins50@hotmail.com","39, rue Maréchal de Lattre de Tassigny","","ARCACHON","33120","","","1"
"100174","ANCIEN CLIENT","SARL ARFAJOA - Couleur café","09 83 65 29 64","antoinefumoux@yahoo.fr","4 Boulevard du Colonel Wurtz","","ANDERNOS","33510","","","1"
"200019","CLIENT","SARL AROMA ""Diavoli""","","guillaumeteissier@hotmail.com","5 Place des Docteurs Gentilhe","","ANGLET","64600","01/04/2016","31/03/2017","7"
"200359","CLIENT","SARL AROMA ""LE LIEU""","05 59 45 42 18","lelieuanglet@gmail.com","5 PLACE DOCTEURS GENTILHE","","ANGLET","64600","22/05/2018","21/05/2023","7"
"300146","CLIENT","SARL ARTHUR'S PUB","05 56 60 41 14","pepsi33@orange.fr","5 rue paul gauguin","","LANTON","33138","08/02/2019","07/02/2020","3"
"300578","","SARL ASTRONOMIE ESPACE OPTIQUE","05 56 98 55 58","astronomie33@orange.fr","253 Rue de Pessac","","BORDEAUX","33000","","","1"
"200240","CLIENT","SARL ATALAIA OSTATUA","","inaki.recarte@wanadoo.fr","17 RUE DE LA FONTAINE","","CIBOURE","64500","26/07/2016","","4"
"300744","CLIENT","SARL AU MOULIN DU POUY","09 50 75 76 58","aumoulindupouy@gmail.com","","","","","","","4"
"300484","","SARL AU PETIT BONHEUR - LE TOURNE","","","","","","","","","1"
"300485","","SARL AU PETIT BONHEUR DE PAGNOL","","","7 AVENUE DU LIEUTENANT ROUCH","","LE TOURNE","33550","","","1"
"100217","NON CLIENT","SARL AUBERGE DU BASSIN","05 56 60 70 22","","38 Avenue Charles de Gaulle","Claouey","LEGE CAP FERRET","33950","","18/03/2018","1"
"300018","ANCIEN CLIENT","SARL AUCHE ""L'INSTANT GOURMAND""","05 56 08 31 18","linstantgourmand@gmail.com","367 Avenue de la Libération","","LE BOUSCAT","33110","","29/11/2017","1"
"300681","","SARL AUCHE - Ô CHAIS GOURMAND","05 56 35 47 20","","65 AVENUE DE L'HIPPODROME","","EYSINES","33320","","","1"
"300915","CLIENT","SARL AUX DELICES D'EPICES","05 56 18 58 77","cougrand.christophe@gmail.com","68 Avenue des Frères Robinson","","MERIGNAC","33700","25/04/2018","24/04/2022","4"
"200142","","SARL AZUR ''BAR DU JARDIN''","","bardujardin@numericable.fr","26 AVENUE DU MARECHAL FOCH","","Biarritz","64200","","","7"
"301054","","SARL B-CED AUTHENTIQUE""LE ZINC ATHENTIQU","0664320712","benjaminrolland@yahoo.fr","42 rue Fonneuve","","LIBOURNE","33500","","","2"
"200055","CLIENT","SARL B3C - Brasserie Larrendart","05 59 45 21 20","larrendart@hotmail.fr","Place Richard Feuillet","Centre Larrendart","ONDRES","40440","18/12/2017","17/12/2021","7"
"200028","","SARL BAB CAFE - Le bab café","","","","","","","","","7"
"200344","","SARL BAINES -Le Fournil d'Elie et Jerome","05 59 03 77 94","","13, Place du Général Leclerc","","ANGLET","64600","27/07/2017","26/07/2021","7"
"300632","","SARL BAMBINO ""Don Camillo""","","gianni.palmiero@wanadoo.fr","Zone Artisanale de Laure","","Saverdun","09700","","","7"
"200224","","SARL BAR FRANCOIS","05 59 59 10 38","patricia.biscay@laposte.net","14 Rue Guilhamin","","BAYONNE","64100","","06/04/2018","7"
"200236","","SARL BAR REMY","05 59 59 13 93","xabi.recart@outlook.fr","35 Quai Roquebert","","BAYONNE","64100","07/02/2017","06/02/2019","4"
"200040","","SARL BAR RESTAURANT DU VIEUX PORT","05 58 48 19 00","christophe.darget@dargetatlantic.com","SARL BAR RESTAURANT DU VIEUX PORT","850 Route de la Plage Sud","MESSANGES","40660","29/03/2016","28/03/2020","7"
"300638","","SARL BARDERO ""Maison mére""","09 82 21 63 21","","4-6 Rue de la Maison Daurade","","BORDEAUX","33000","","","7"
"300876","CLIENT","SARL BARNAT ""Café bleu""","05 58 49 16 33","tristannathalie@yahoo.fr","68 Avenue Paul Lahary","Résidence la Pierre Bleue","Soorts Hossegor","40150","28/02/2018","27/02/2022","7"
"300389","","SARL BASKO BURGERS ""FROOMY'S""","05 32 09 15 09","froomys@gmail.com","22 Avenue des dauphins","Chambre d' Amour","ANGLET","64600","28/09/2016","27/09/2019","7"
"301206","","SARL BAZAAR CAFE","","lesailfish@orange.fr","11 PLACE DES GRANDS HOMMES","","BORDEAUX","33000","","","12"
"301045","","SARL BELLA CIAO","","","14 PLACE PIERRE RENAUDEL","","BORDEAUX","33800","","","7"
"100126","NON CLIENT","SARL BENGOSHI","05 40 71 43 64","","","","","","","","1"
"300130","","SARL BENITEZ - Meson la venta","09 54 22 36 98","luisvelayos@orange.fr","17 Place Meynard","","BORDEAUX","33800","27/09/2016","26/09/2020","1"
"301187","NON CLIENT","SARL BER ""Hush Hush""","0662890467","crocketedwin@hotmail.fr","PLACE SAINTE COLOMBE","","BORDEAUX","33000","","","12"
"301097","CLIENT","SARL BFP - Le Moulin  de Floirac","","matt.farbos@gmail.com","1 Avenue de la Libération","","FLOIRAC","33270","18/10/2018","17/10/2019","2"
"200179","","SARL BI LEHENGUSU - BOK'N CROK","05 59 41 85 70","bokncrok@gmail.com","1247 Avenue de Bayonne","","BIDART","64210","","","7"
"300089","","SARL BILLION Père & Fils - LE QUESACO","","","","","","","","","1"
"300537","","SARL BISTRO DELIC -BISTRO REGENT BAYONNE","","","CENTRE COMMERCIAL IKEA","1 AVENUE DU PORTOU","SAINT PIERRE D'IRUBE","64990","","","1"
"300576","CLIENT","SARL BLC Développement - BISTROT COCOTTE","05 54 51 20 24","pierrebridier@icloud.com","91 Rue Lecocq","","BORDEAUX","33000","","10/09/2018","1"
"300223","CLIENT","SARL BLISSS","05 56 98 66 72","contact@blisss.fr","98 Avenue de Magudas","","MERIGNAC","33700","07/03/2016","06/03/2019","13"
"200342","CLIENT","SARL BOGA DAI - La Bicoque","05 59 57 96 51","timanproduct@wanadoo.fr","4 Avenue de Biarritz","","ANGLET","64600","18/01/2018","17/01/2022","7"
"200156","CLIENT","SARL BONHEUR BURGER","","contact@bonheurhamburger.com'","30 Avenue Victor Hugo","","BIARRITZ","64200","26/04/2016","25/07/2020","7"
"300879","CLIENT","SARL BOS - La Mere Michel","05 57 95 67 99","ihabboukli@hotmail.fr","22 Place meynard","","BORDEAUX","33000","03/10/2018","02/10/2021","6"
"100192","","SARL BOUCHERIE D'AQUITAINE","","boucheriedaquitaine@gmail.com"," 1001 Rue Marc Tallavi","","LORMONT","33310","","","1"
"200355","","SARL BOUCHERIE DE MARRACQ","05 59 42 29 16","slagune@hotmail.fr","1 Avenue du 8 Mai 1945","Rés. l'Aiglon","BAYONNE","64100","31/05/2018","30/05/2022","7"
"301126","NON CLIENT","SARL BOUCHERIE DU CENTRE","05599478","","11 Quai Maurice Ravel","","CIBOURE","64500","","","5"
"200085","CLIENT","SARL BOULANGERIE DU LAKA","","nicolejeanpaul64@gmail.com","","","","","","15/05/2018","7"
"300887","","SARL BOULANGERIE GRENADOISE","0558441137","","46 rue Rene Vielle","","LARRIVIERE SAINT SAVIN","40270","","","5"
"200047","","SARL BOULANGERIE PATISSERIE LE COUNIC","05 59 59 00 43","lecounic@orange.fr","","","","","","","7"
"300819","CLIENT","SARL BOULANGERIE PATISSERIE MARCOULET","05 56 59 86 38","cedric.marcoulet@orange.fr","11 rue du commerce","","CISSAC-MEDOC","33250","16/04/2018","15/04/2019","4"
"200050","","SARL BOWLING STAR BASQUE","05 59 03 24 60","bowlingdebayonne@gmail.com","","","","","","",""
"300310","CLIENT","SARL BR BIDART","","jfgo1972@yahoo.fr","276 Avenue du Plateau","RD 810","BIDART","64210","31/01/2019","30/01/2022","7"
"300646","","SARL BRASSERIE DE L'ORMEAU","05 57 74 86 27","lombard.33@orange.fr","130 Avenue du Général de Gaulle","","IZON","33450","06/12/2017","05/12/2020","1"
"300090","ANCIEN CLIENT","SARL BRASSERIE DU LAC DE LA PRADE","05 56 25 54 91","brasserie.lac.la.prade@gmail.com","","","","","","12/04/2018","1"
"300808","","SARL BREJ&CAU","","jeremybrejon@aol.fr","68 AV DE PARIS","","CAVIGNAC","33620","","","1"
"300255","CLIENT","SARL BRL BISTRO REGENT - LESCAR","05 59 02 38 03","dcoulbaux@gmail.com","180 Boulevard de l'Europe","C.CO Quartier Libre","LESCAR","64230","","27/01/2018","7"
"100236","CLIENT","SARL BRM2M -Bistro Régent Mont de Marsan","05 58 03 84 22","butin.jose@orange.fr","72 Rue Antoine Becquerel","Zone d'Activités du Bourasse","SAINT PIERRE DU MONT","40280","22/06/2017","21/06/2020","1"
"100235","","SARL BURGER & FOOD","06.52.81.63.86","","569 bis cours de la libération","","TALENCE","33400","","","2"
"300863","","SARL BUSSORA- LE SAINT JULIEN","0556762709","","PLACE DE L'HORLOGE","","TOULENNE","33210","","","5"
"100129","CLIENT","SARL C.L.D. CAP PEREIRE","05 56 83 24 01","bourcierjeanmarc33@gmail.com","1 Avenue du Parc Pereire","","ARCACHON","33120","28/02/2016","27/02/2019","1"
"300882","CLIENT","SARL CABOU- AROMA","","franckbrunel@hotmail.com","47 bd Victor Hugo","","CREONS","33670","28/03/2018","","5"
"301269","CLIENT","SARL CADRIMAGES","0559257101","bastien.sohet@hotmail.fr","26 rue de Salie","","BAYONNE","64100","","","5"
"301107","NON CLIENT","SARL CAJOMAPI/L'ATELIER DU TERROIR","0559594642","latelierduterroir@gmail.com","3 Place du Forail","","BIDACHE","64520","","","5"
"100222","CLIENT","SARL CALABASH","05 56 68 16 07","ricardo.soundbar@gmail.com","43 Rue Lafontaine","","BORDEAUX","33800","09/10/2018","08/10/2021","1"
"300204","","SARL CALALOUCOCO LE CENTRAL CAFE","05 56 22 65 64","pvilleflayoux@wanadoo.fr","61 Avenue de la cote d'Argent","","LE TEICH","33470","","","1"
"301162","NON CLIENT","SARL CALCHABORD","0556758486","lucas.william@wanadoo.fr","72 ROUTE DE LEOGNAN","","VILLENAVE D'ORNON","33140","","","12"
"300528","","SARL CALLIP LOISIRS -YOUPI PARC BDX","05 56 39 38 05","callip.loisirs@orange.fr","36 Avenue du Dr Schinazi","","BORDEAUX","33000","","","1"
"200075","","SARL CAP PROJET 'La Boulangerie du Port'","","","","","","","28/05/2013","","7"
"301127","CLIENT","SARL CARIBOU/LE GARDE MANGER","05 59 59 43 57","gmbayonne@gmail.com","6 rue du Port de Castets","","BAYONNE","64100","19/10/2018","18/10/2022","5"
"300383","","SARL CARMO - LE MONTE CRISTO","05 56 50 90 53","gilles.moreau33@hotmail.fr","196 AVENUE DE LABARDE","","BORDEAUX","33000","04/08/2016","03/08/2019","0603"
"300929","CLIENT","SARL CARO AND CO","05 56 65 24 58","caroandco@orange.fr","38 Place de la Cathédrale","","BAZAS","33430","06/06/2018","05/06/2022","5"
"300636","","SARL CASA DA MARIA","","","500 AVENUE DE VERDUN","","MERIGNAC","33700","","","1"
"300262","","SARL CATERING","","romain.telera@gmail.com","14 RUE DES AYRES","","BORDEAUX","33000","","","1"
"300350","","SARL CBO-AQUITAINE - SO FOOT","05 57 36 24 49","sofootnew@gmail.com","8 Avenue Leon Jouhaux","ZI Couloumey","LANGON","33210","30/05/2016","29/09/2019","1"
"300955","ANCIEN CLIENT","SARL CBR - Café Belles Roses","05 57 71 23 22","bompancathy@gmail.com","10 Rue de la Belle Rose","","BEGLES","33130","","","6"
"301028","CLIENT","SARL CCVM - VAPOTE MOI VENETTE","","ccvm-amiens@outlook.fr","","","","","06/07/2018","05/07/2019","1"
"300446","","SARL CELERIER Maxence","","maxenceonb33@hotmail.fr","Rue Camille Godard","","BORDEAUX","33000","","","7"
"100083","ANCIEN CLIENT","SARL CELOBOR - MEGA MACUMBA","05 56 34 05 48","megamacumba@wanadoo.fr","Route du Cap Ferret","","MERIGNAC","33700","","","1"
"300812","","SARL CEM ""Coluche""","","cem33000@outlook.fr","40-42 Rue du Pas Saint Georges","","BORDEAUX","33000","26/01/2018","25/01/2022","12"
"301339","","SARL CHA-PI/AU FIL DES METS","","","","","","","","",""
"200364","NON CLIENT","SARL CHA-PI/AU FIL DES METS","0559231751","aufildesmets1@gmail.com","13 Av du Marechal Juin","","Biarritz","64200","","","5"
"300476","CLIENT","SARL CHAPMOUS - Cap Ferret","05 56 83 59 14","lalandefabrice@neuf.fr","","","LEGE CAP FERRET","33950","27/03/2017","26/03/2021","1"
"300478","CLIENT","SARL CHAPMOUS - Le Chapôté","05 56 83 59 14","lalandefabrice@neuf.fr","17 Rue de Lattre de Tassigny","","ARCACHON","33120","24/05/2017","23/05/2021","1"
"301192","NON CLIENT","SARL CHEMOI","","","13 AV DU GEN DE GAULLE","","LANGOIRAN","33550","","","1"
"300233","","SARL CHEZ CARNEIRO","05.56.86.26.64","","2 cours gambetta","","CENON","33150","","","2"
"300993","CLIENT","SARL CHEZ LE PEPERE","05 56 44 71 79","pepere@chezlepepere.com","19 Rue Georges Bonnac","","BORDEAUX","33000","31/05/2018","30/05/2021","6"
"301221","CLIENT","SARL CHEZ MANU - L'Etape du Rider","05 62 40 51 26","chezmanu65@gmail.com","L'Etape du Rider","Peyragudes","GERM","65240","04/12/2018","03/12/2021","1"
"300008","","SARL CHEZ PIERRETTE","","arthurjantetaj@gmail.com","","","","","","","1"
"300032","CLIENT","SARL CHOCOL'ART","05 57 34 48 16","chocolart@outlook.fr","1021 Avenue de Toulouse","","CADAUJAC","33140","31/01/2018","30/01/2021","1"
"300370","CLIENT","SARL CHOCOLATERIE SEGONZAC","05 56 28 34 33","chocolaterie.segonzac@9business.fr","303 Avenue du Médoc","","EYSINES","33320","01/04/2018","31/03/2019","1"
"300590","","SARL CISA - PITAYA LYON","","","9 Rue des Marronniers","","LYON","69002","","","1"
"200170","","SARL CLAVERIE ""Boulangerie Ogi Ona""","05 59 55 56 91","","15 Boulevard Alsace Lorraine","","BAYONNE","64100","","","7"
"300530","","SARL CLEAD KIDS - YOUPI PARC ST MED J","05 56 18 74 27","stmedardenjalles@youpiparc.com","6 Avenue de Berlincan","","SAINT MEDARD EN JALLES","33160","","","1"
"301030","","SARL CLEBAN - AU POIVRE ET SEL","05 56 45 61 13","","516 ROUTE DE PAUILLAC","","LE PIAN MEDOC","33290","","","4"
"300934","CLIENT","SARL CLOS BEN - Aux 4 Coins du vin","05 57 34 37 29","bouet84@gmail.com","8 Rue de la Devise","","BORDEAUX","33000","24/04/2018","23/05/2021","6"
"300458","CLIENT","SARL COCO - ""Pizza Chez Coco""","05 59 26 28 10","annexe64@gmail.com","5 Rue Gardères","","BIARRITZ","64200","24/07/2018","23/07/2020","7"
"300941","","SARL COIFFURE ATTITUDE","05 56 32 53 04","","60 RUE BONNEFIN","","BORDEAUX","33100","","","6"
"300546","CLIENT","SARL COMPTOIR DE GENES","05 57 47 90 03","contact@comptoirdegenes.com","5 Lieu Dit La Croix","","SAINT GENES DE CASTILLON","33350","28/06/2017","27/06/2020","1"
"301177","CLIENT","SARL CONSTANS PERMENTIER/Boulangerie Con","05 56 71 05 69","sarlconstans@outlook.fr","12 Avenue Gabriel Chaigne","","LA REOLE","33190","15/11/2018","14/11/2022","5"
"300224","","SARL COQ DE GUYENNE","","brice-pierre.martin@orange.fr","194 COURS DE LA MARNE","","BORDEAUX","33800","","31/12/2017","7"
"301170","NON CLIENT","SARL COTE ET LAC","06 74 78 45 79","contact@cote-et-lac.com","15RUE DES PARTERRES","","BISCARROSSE","40600","","","5"
"300133","","SARL COTE RUE","06.75.84.28.03","rudy.ballin@hotmail.fr","14 rue paul louis lande","","BORDEAUX","33000","","","2"
"200148","","SARL COURTIE NICOLAS","","","","","","","","","7"
"200225","","SARL CREPMAIL","05 58 48 31 09","","24 MAIL ANDRERIGAL","","VIEUX BOUCAU","40480","","","7"
"300292","","SARL CREPMAIL - Creperie du Pub","05 58 48 31 09","vmonnier@hotmail.fr","24 MAIL ANDRERIGAL","","VIEUX BOUCAU","40480","10/03/2016","09/03/2019","7"
"300143","","SARL CROC ET MOI","","","Le Forum","Avenue de la Grande Plage","SEIGNOSSE","40510","","",""
"300280","CLIENT","SARL CYRIL AND CO - LE RESTO PIQUE","","cyril.betaillole@hotmail.fr","320 route de toulouse","","BEGLES","33130","04/04/2016","","1"
"200204","","SARL Café Bleu","06 61 61 06 31","tristannathalie@hotmail.fr","","","","","","","7"
"300311","","SARL DARODA Fournil d'Angresse","","","18 Rue du Haou","","Soorts Hossegor","40150","","","7"
"300610","CLIENT","SARL DAV'LINE - Le Jeremy","05 57 51 19 21","restaurant.lejeremy@gmail.com","127 Avenue de Verdun","","LIBOURNE","33500","24/01/2018","23/01/2021","1"
"300014","","SARL DE GANI ""BRILLAT & SAVARIN""","","degani@orange.fr","","","","","","","1"
"300267","","SARL DE LINT-AQUATIO","06.80.03.94.98","contact@aquatio.fr","16 chemin du grand pas ' ZI auguste 1 '","","CESTAS","33610","","","2"
"300988","","SARL DELBADO -Restaurant Aux Moules","0524231977","","residence plein Océan","Rue des ATRIPLEX","HOURTIN","33990","","","4"
"300566","","SARL DERMIT - Hotel Restaurant Dermit","05 59 29 62 61","","PLAZAHO ETCHEA","","MENDIONDE","64240","01/06/2017","31/05/2021","7"
"100151","","SARL DLTL ""CHEZ DAVID""","","davidmonsiny@wanadoo.fr","2 Place de l'église","","SALAUNES","33160","","","1"
"300372","","SARL DNA - LE GARAGE","05 53 61 07 72","dale_nattrass@hotmail.com","56 BOULEVARD NATIONAL","","EYMET","24500","","","1"
"300728","NON CLIENT","SARL DOLZY","05 53 83 29 53","","LIEU DIT BOSC","15b avenue général de gaulle","STE BAZEILLE","47180","","","5"
"300012","","SARL DOME ""SIMAN""","","ko7julien@gmail.com","7 Quai de Queyries","","BORDEAUX","33100","","","1"
"100219","","SARL DOMO","06 18 17 00 01","","CENTRE COMMERCIAL YSER","15 RUE LOUIS DAVID","MERIGNAC","33700","","","1"
"100069","CLIENT","SARL DONAPOUF ""AUBERGE DES GRAVES""","05 57 74 81 80","donapouf@sfr.fr","56 Avenue de Libourne","","VAYRES","33870","22/08/2017","21/08/2020","1"
"300216","CLIENT","SARL DONOSTIA","","joao.lopes.bordeaux@gmail.com","14 Rue des Faussets","","BORDEAUX","33000","","02/12/2016","1"
"300254","","SARL DORIN CAUDERAN","05 57 22 12 76","contact@lucdorin.com","149 RUE PASTEUR","","BORDEAUX","33200","","","1"
"301263","NON CLIENT","SARL DOSTEGUI/FRANCHISE KOKOKO","0627222266","dostegui@gmail.com","5 Bvd Alsace Lorraine","","BAYONNE","64100","","","5"
"100060","CLIENT","SARL DRUNKEN MONKEY ""GRIND HOUSE""","07 70 35 16 61","grindhousepub@yahoo.com","24 rue Gouvéa","","BORDEAUX","33000","","01/12/2018","1"
"300019","","SARL DU LAC D'HOURTIN ""LE DRAKKAR""","05 56 73 58 81","sarl.lac.dhourtin@orange.fr","","","","","","","1"
"301311","CLIENT","SARL DU NORD AU SUD","05 40 77 21 74","dunordausud@gmail.com","Place Roger Ducos","","NARROSSE","40180","31/01/2019","30/01/2023","5"
"300783","CLIENT","SARL DU PALAIS","","alliouxbrice@yahoo.fr","5 Place du Palais","","BORDEAUX","33000","03/12/2018","02/12/2021","7"
"100097","CLIENT","SARL DU VESUVE ""Le Vésuve""","05 56 86 24 93","jpjoppin@gmail.com","3 Place du Parc","","ARTIGUES PRES BORDEAUX","33370","19/07/2018","18/07/2019","1"
"300635","CLIENT","SARL DUMEZ - BOUDOUT - Le Juliano","05 56 06 16 55","lejuliano33560@gmail.com","44 Rue Thérèse","","CARBON BLANC","33560","05/06/2018","04/06/2022","1"
"100132","NON CLIENT","SARL DUOTEL","05 35 54 66 17","","19 Rue Solférino","","BEGLES","33130","","","1"
"301113","CLIENT","SARL DURCUDOY ERIC - Le Soly''Less","","ericdurcudoy@icloud.com","95 Avenue de Montbrun","","ANGLET","64600","02/11/2018","01/11/2022","5"
"200274","","SARL DURCUDOY MAROTEAUX - Bar du polo","05 59 23 23 30","restaurantbardupolo@gmail.com","28, Avenue Prés J F Kennedy","","Biarritz","64200","14/10/2016","13/10/2019","4"
"100131","NON CLIENT","SARL DURTEL","05 56 49 53 51","durtel@free.fr","19 Rue Solférino","","BEGLES","33130","","","1"
"200335","","SARL EB RESTAURATION - Le Perroquet","05 59 46 09 68","le.perroquet.bayonne@gmail.com","2 RUE DU 49 IEME RGT D INFANTERIE","","BAYONNE","64100","21/07/2017","20/07/2021","4"
"300471","","SARL ECM - ELIAS CORALIE, MATHIEU","","sarl.ecm@outlook.fr","32 ROUTE DE BORDEAUX PAUILLAC","","MACAU","33460","","","1"
"100156","CLIENT","SARL EGO - ASTON CIGARETTE ELECTRONIQUE","09 82 54 29 49","lionel.bertin@yahoo.fr","","","","","01/01/2019","31/12/2019","1"
"301137","CLIENT","SARL EL BAHIA - Boucherie Halal","05 56 21 14 94","sellahmhamed@gmail.com","4 Place des Capucins","","BORDEAUX","33000","18/10/2018","17/10/2019","1"
"301138","","SARL EL MORDJAN","06 67 68 18 88","sellahmhamed@gmail.com","PLACE DES CAPUCINS","","BORDEAUX","33000","","","1"
"200104","CLIENT","SARL ELISA ''BELLE CAMPAGNE''","05 56 81 16 51","Adrien (adrien@belle-campagne.fr)","","","","","","24/09/2018","1"
"301143","CLIENT","SARL EMINELO - Vapote-moi Cognac","","Laurent.rx@hotmail.com","40 Rue de l'Anisserie","Centre Commercial Auchan","COGNAC","16100","24/09/2018","23/09/2018","1"
"300082","CLIENT","SARL EN TOUTE SIMPLICITE","05 53 83 43 14","fanny.nicolas@wanadoo.fr","","","","","11/12/2018","10/12/2021","1"
"200109","","SARL ENKI ''DE LA BELLE ROSE''","05 56 52 34 02","","1 PLACE ARISTIDE BRIAND","","LORMONT","33310","","",""
"100121","ANCIEN CLIENT","SARL ENKI : DE  LA BELLE ROSE","05 56 52 34 02","fanfanbento@yahoo.fr"," 1 Place Aristide Briand","","LORMONT","33310","03/01/2017","02/01/2020","1"
"300698","","SARL ENVI DE PLAIRE","0624080614","p.autefault@wanadoo.fr","24 place Marengo","","Angouleme","16000","","","4"
"300573","","SARL EPICERIE D'ANDENIA","","","Centre commercial Andenia","2 Avenue Andenia","SAINT JEAN DE LUZ","64500","","","7"
"300349","","SARL ERAYM - L'ANTRE NOUS","05 56 76 25 66","","62 COURS DES FOSSES","","LANGON","33210","","","1"
"200103","","SARL ERROBIKO GUNEA 'RELAIS DE LA NIVE'","05 59 37 04 22","jeanmarie.mailharro@wanadoo.fr","2 - 4 PLACES CHARLES DE GAULLE","","SAINT JEAN PIED DE PORT","64220","","","7"
"300336","","SARL ETCHE MONA - Le tire bouchon","05 59 59 39 63","Rubeneuskadi@hotmail.fr","41 Cours Victor Hugo","","BAYONNE","64100","09/10/2017","08/10/2021","7"
"301092","","SARL EVENTYR FOOD","0643929433","contact@eventyr.fr","16 Avenue de Broglie","","PESSAC","33600","","","5"
"301091","","SARL EVENTYR GAME","0670241819","contact@eventyr.fr","16 Avenue de Broglie","","PESSAC","33600","","","5"
"300912","","SARL EVERI/ LE LANGONNAIS","","","78 crs du Marechal de Lattre de Tassigny","","LANGON","33210","","","5"
"100111","CLIENT","SARL FAITU ""COSI SI MANGIA""","05 56 74 06 61","administration@cosisimangia.fr","16 Rue Clare","","BORDEAUX","33800","19/07/2016","18/07/2019","1"
"300739","NON CLIENT","SARL FARINE ET VANILLE - FOURNIL QUINSAC","","","11 PLACE ARISTIDE BRIAND","","QUINSAC","33360","","","1"
"300770","","SARL FAUXOU - Lili Pasta","","laurent.ramon@yahoo.fr","28 Quai Galuperie","","BAYONNE","64100","05/01/2018","04/01/2022","7"
"100147","ANCIEN CLIENT","SARL FEAT","06 77 62 31 79","gregmargalef@gmail.com","","","","","","30/11/2016","1"
"200231","","SARL FELE","","","","","","","","",""
"100150","ANCIEN CLIENT","SARL FISH AND CHIPS","05 56 81 46 44","jyv@9online.fr","2 Place Fernand Laffargue","","BORDEAUX","33000","10/02/2016","","1"
"300307","","SARL FLD","","laurent.bertiere@live.fr","14 Chemin des Barthes","","BAYONNE","64100","","","7"
"301185","CLIENT","SARL FLEURS & FLOWERS","09 87 76 69 96","fleursetflowers@gmail.com","198 Rue Fondaudège","Place Marie Brizard","BORDEAUX","33000","06/11/2018","05/11/2021","12"
"300531","","SARL FLOPARC - YOUPI PARC LIBOURNE","05 57 50 65 39","tissier.florent@wanadoo.fr","24 Avenue du Général de Gaulle","","LIBOURNE","33500","","","1"
"300918","CLIENT","SARL FLOR AND CO","09 53 67 92 27","florandco@free.fr","25 Avenue de la Ténarèze","","EAUZE","32800","18/06/2018","17/06/2022","5"
"200123","CLIENT","SARL FM Restaurant ""Le Pim'pi Bistrot""","05 59 24 12 62","lepimpibistrot@gmail.com","","","","","09/07/2018","08/07/2022","7"
"100184","CLIENT","SARL FORTIER - Blé délice","05 58 42 55 45","fortier.lalanne@gmail.com","6 Rue de Pourguedueil","ZA les deux pins","CAPBRETON","40130","12/12/2017","11/12/2021","7"
"300400","CLIENT","SARL FORUM BISTROT - Brasserie du Forum","05 56 39 02 87","dupuy.compta@gmail.com","285 COURS DE LA LIBERATION","","TALENCE","33400","23/08/2016","22/08/2019","1"
"200137","","SARL FOURNIL DE L'OLIVIER","","carl.de.br@wanadoo.fr","","","MOLIETS","40660","","","7"
"300305","","SARL FOURNIL DES TRADITIONS","05.56.71.48.57","fournildestraditions@orange.fr","94 bis avenue du général de gaulle","","GIRONDE S/DROPT","33190","","","2"
"301313","CLIENT","SARL FRATTELLI - Brasserie Thiers","","","3 Rue Thiers","","BAYONNE","64100","","","7"
"300554","","SARL FROMAGERIE DE L'EMBARCADERE","","","3 RUE SAINT SIMON","","BLAYE","33390","","","1"
"300517","","SARL FTJ - LE PIMENT NOIR","","piment.noir@aol.fr","12 B RUE MAL DE LATTRE DE TASSIGNY","","ARCACHON","33120","","","1"
"100026","CLIENT","SARL FUFU","05 56 52 10 29","antarak@me.com","37 Rue Saint Remi","","BORDEAUX","33000","06/10/2016","05/10/2019","1"
"301065","CLIENT","SARL FUFU 2","","","71 Cours Portal","","BORDEAUX","33300","18/07/2018","17/07/2021","1"
"100079","ANCIEN CLIENT","SARL FUFU 2 (VENDU)","06 11 48 01 76","antarak@me.com","79 Cours Portal","","BORDEAUX","33000","","","1"
"100080","ANCIEN CLIENT","SARL FUFU 3 (NON ACTIF)","06 89 95 27 48","","","","","","","","1"
"301226","CLIENT","SARL FUFU BAYONNE","","","66 Rue d'Espagne","","BAYONNE","64100","29/01/2019","28/01/2022","1"
"300408","CLIENT","SARL FUFU TOULOUSE","","chassagne@restaurantfufu.com","32 Rue Sainte-Ursule","","TOULOUSE","31000","03/04/2017","02/04/2020","1"
"100027","ANCIEN CLIENT","SARL FULGUROPOING","0689952748","msf.gestion@gmail.com","319 Chemin de Leyssote","","VILLENAVE D'ORNON","33140","","","1"
